DateTime,DegreeCelsius
2022-01-15 00:00:00,-3.5
2022-01-15 00:10:00,-3.9
2022-01-15 00:20:00,-4.1
2022-01-15 00:30:00,-4.5
2022-01-15 00:40:00,-4.5
2022-01-15 00:50:00,-4.6
2022-01-15 01:00:00,-4.7
2022-01-15 01:10:00,-5.2
2022-01-15 01:20:00,-5.1
2022-01-15 01:30:00,-4.9
2022-01-15 01:40:00,-4.6
2022-01-15 01:50:00,-4.6
2022-01-15 02:00:00,-4.8
2022-01-15 02:10:00,-4.9
2022-01-15 02:20:00,-5.2
2022-01-15 02:30:00,-5.0
2022-01-15 02:40:00,-5.4
2022-01-15 02:50:00,-4.8
2022-01-15 03:00:00,-5.4
2022-01-15 03:10:00,-5.2
2022-01-15 03:20:00,-5.4
2022-01-15 03:30:00,-5.8
2022-01-15 03:40:00,-5.6
2022-01-15 03:50:00,-5.9
2022-01-15 04:00:00,-5.9
2022-01-15 04:10:00,-6.1
2022-01-15 04:20:00,-5.9
2022-01-15 04:30:00,-5.8
2022-01-15 04:40:00,-5.7
2022-01-15 04:50:00,-5.7
2022-01-15 05:00:00,-6.1
2022-01-15 05:10:00,-6.5
2022-01-15 05:20:00,-6.3
2022-01-15 05:30:00,-6.2
2022-01-15 05:40:00,-6.2
2022-01-15 05:50:00,-6.4
2022-01-15 06:00:00,-6.6
2022-01-15 06:10:00,-6.8
2022-01-15 06:20:00,-6.7
2022-01-15 06:30:00,-6.2
2022-01-15 06:40:00,-6.7
2022-01-15 06:50:00,-6.7
2022-01-15 07:00:00,-6.5
2022-01-15 07:10:00,-6.7
2022-01-15 07:20:00,-6.8
2022-01-15 07:30:00,-7.0
2022-01-15 07:40:00,-7.1
2022-01-15 07:50:00,-7.4
2022-01-15 08:00:00,-7.0
2022-01-15 08:10:00,-6.6
2022-01-15 08:20:00,-6.7
2022-01-15 08:30:00,-6.9
2022-01-15 08:40:00,-6.9
2022-01-15 08:50:00,-6.7
2022-01-15 09:00:00,-6.8
2022-01-15 09:10:00,-6.8
2022-01-15 09:20:00,-6.1
2022-01-15 09:30:00,-5.0
2022-01-15 09:40:00,-4.1
2022-01-15 09:50:00,-3.5
2022-01-15 10:00:00,-3.0
2022-01-15 10:10:00,-2.5
2022-01-15 10:20:00,-2.3
2022-01-15 10:30:00,-2.0
2022-01-15 10:40:00,-1.2
2022-01-15 10:50:00,-0.2
2022-01-15 11:00:00,0.5
2022-01-15 11:10:00,0.7
2022-01-15 11:20:00,0.9
2022-01-15 11:30:00,0.6
2022-01-15 11:40:00,1.1
2022-01-15 11:50:00,1.1
2022-01-15 12:00:00,1.2
2022-01-15 12:10:00,1.3
2022-01-15 12:20:00,1.3
2022-01-15 12:30:00,1.4
2022-01-15 12:40:00,2.4
2022-01-15 12:50:00,2.9
2022-01-15 13:00:00,3.3
2022-01-15 13:10:00,3.1
2022-01-15 13:20:00,3.9
2022-01-15 13:30:00,4.6
2022-01-15 13:40:00,5.1
2022-01-15 13:50:00,4.7
2022-01-15 14:00:00,5.4
2022-01-15 14:10:00,6.4
2022-01-15 14:20:00,6.2
2022-01-15 14:30:00,6.2
2022-01-15 14:40:00,6.2
2022-01-15 14:50:00,6.0
2022-01-15 15:00:00,6.7
2022-01-15 15:10:00,7.6
2022-01-15 15:20:00,7.6
2022-01-15 15:30:00,7.6
2022-01-15 15:40:00,8.3
2022-01-15 15:50:00,8.3
2022-01-15 16:00:00,7.4
2022-01-15 16:10:00,7.0
2022-01-15 16:20:00,7.0
2022-01-15 16:30:00,7.1
2022-01-15 16:40:00,7.2
2022-01-15 16:50:00,8.2
2022-01-15 17:00:00,8.2
2022-01-15 17:10:00,7.9
2022-01-15 17:20:00,7.2
2022-01-15 17:30:00,6.0
2022-01-15 17:40:00,4.8
2022-01-15 17:50:00,3.7
2022-01-15 18:00:00,3.4
2022-01-15 18:10:00,2.4
2022-01-15 18:20:00,1.4
2022-01-15 18:30:00,0.3
2022-01-15 18:40:00,0.4
2022-01-15 18:50:00,-0.3
2022-01-15 19:00:00,-0.7
2022-01-15 19:10:00,-1.0
2022-01-15 19:20:00,-0.6
2022-01-15 19:30:00,-1.3
2022-01-15 19:40:00,-1.4
2022-01-15 19:50:00,-1.7
2022-01-15 20:00:00,-1.7
2022-01-15 20:10:00,-1.4
2022-01-15 20:20:00,-1.6
2022-01-15 20:30:00,-1.7
2022-01-15 20:40:00,-1.5
2022-01-15 20:50:00,-1.9
2022-01-15 21:00:00,-2.0
2022-01-15 21:10:00,-2.3
2022-01-15 21:20:00,-2.5
2022-01-15 21:30:00,-2.8
2022-01-15 21:40:00,-3.1
2022-01-15 21:50:00,-3.1
2022-01-15 22:00:00,-2.8
2022-01-15 22:10:00,-2.5
2022-01-15 22:20:00,-3.0
2022-01-15 22:30:00,-3.2
2022-01-15 22:40:00,-3.6
2022-01-15 22:50:00,-3.6
2022-01-15 23:00:00,-3.7
2022-01-15 23:10:00,-3.6
2022-01-15 23:20:00,-3.8
2022-01-15 23:30:00,-4.2
2022-01-15 23:40:00,-4.3
2022-01-15 23:50:00,-4.2
